order_id,order_date,state,category,item,gender,size,is_subscriber,quantity,total_amount,review,age,payment_type
267,2024-05-02,"Ciudad de México",Accessories,Backpack,Male,M,0,1,540.90,1,35,PayPal
268,2023-08-18,Sonora,Shoes,Slip-Ons,Non-specified,S,0,1,750.00,4,46,PayPal
269,2024-12-15,Oaxaca,Shoes,Loafers,Female,S,0,1,480.40,4,36,PayPal
270,2023-07-21,Puebla,Activewear,"Training Pants",Female,XL,0,1,310.70,5,48,Cash
271,2022-06-12,Querétaro,Bottoms,"Cargo Pants",Female,S,1,1,250.75,3,18,"Debit Card"
272,2024-09-27,"Baja California",Accessories,Backpack,Female,XL,1,1,540.90,2,45,"Credit Card"
273,2024-06-15,Tabasco,Shoes,Sandals,Female,XL,0,1,210.25,5,26,"Debit Card"
274,2024-11-07,Jalisco,Tops,T-Shirt,Female,M,1,1,99.99,5,43,"Credit Card"
275,2023-03-20,Jalisco,Accessories,Cap,Female,S,0,1,99.40,3,23,"Debit Card"
276,2021-02-26,Sonora,Outerwear,Hoodie,Female,M,0,1,275.45,4,43,Cash
277,2024-08-28,"Estado de México",Activewear,Joggers,Female,XL,0,1,345.10,5,27,"Debit Card"
278,2024-08-23,Coahuila,Shoes,Sneakers,Female,L,0,1,599.50,4,19,"Debit Card"
279,2021-04-24,Colima,Activewear,"Compression Top",Male,M,0,1,250.55,2,42,"Debit Card"
280,2023-05-14,"San Luis Potosí",Tops,T-Shirt,Female,XL,1,1,99.99,5,53,PayPal
281,2024-07-22,"Baja California",Bottoms,Shorts,Female,XL,1,8,1164.80,5,44,Cash
282,2024-12-27,Tamaulipas,Bottoms,"Cargo Pants",Male,L,0,1,250.75,3,46,"Credit Card"
283,2024-08-13,Sonora,Accessories,Cap,Male,L,0,1,99.40,3,17,"Debit Card"
284,2024-02-20,Oaxaca,Outerwear,Blazer,Male,M,0,1,520.30,5,29,"Credit Card"
285,2021-01-25,Tlaxcala,Shoes,Sneakers,Male,L,0,1,599.50,2,23,"Debit Card"
286,2022-03-18,Zacatecas,Outerwear,Coat,Male,M,0,1,650.00,5,27,"Credit Card"
287,2021-04-26,Coahuila,Accessories,Backpack,Male,XL,0,1,540.90,1,25,"Credit Card"
288,2022-02-15,Tamaulipas,Activewear,Joggers,Female,M,0,1,345.10,5,15,Cash
289,2024-11-22,"Estado de México",Activewear,"Training Pants",Female,XL,0,6,1864.20,5,50,"Credit Card"
290,2024-09-14,Tamaulipas,Swimwear,"Board Shorts",Female,L,0,1,120.30,1,25,"Credit Card"
291,2023-02-14,"Ciudad de México",Tops,"Polo Shirt",Female,XL,0,1,135.50,1,22,PayPal
292,2021-05-17,Tabasco,Shoes,Sandals,Male,S,0,1,210.25,4,61,"Debit Card"
293,2022-06-21,Sinaloa,Outerwear,Coat,Non-specified,M,1,1,650.00,2,38,"Debit Card"
294,2022-06-16,Yucatán,Shoes,Sneakers,Female,XL,0,1,599.50,4,36,"Debit Card"
295,2023-05-27,Tlaxcala,Shoes,Boots,Male,L,0,1,890.99,4,34,"Credit Card"
296,2024-12-24,"Nuevo León",Accessories,Scarf,Male,S,0,1,140.80,1,45,"Credit Card"
297,2023-05-24,Michoacán,Shoes,Sneakers,Male,M,0,1,599.50,2,42,"Credit Card"
298,2022-06-10,Querétaro,Bottoms,Shorts,Female,S,1,2,291.20,4,22,PayPal
299,2021-04-06,Colima,Activewear,"Compression Top",Male,M,0,1,250.55,5,26,"Debit Card"
300,2024-04-05,Guanajuato,Shoes,Sneakers,Female,XL,0,1,599.50,4,26,"Credit Card"
301,2024-03-08,"Nuevo León",Activewear,"Training Pants",Female,M,0,1,310.70,5,26,Cash
302,2021-02-10,Michoacán,Outerwear,Coat,Male,M,0,1,650.00,5,34,"Credit Card"
303,2023-01-19,"Baja California Sur",Bottoms,"Utility Pants",Female,S,0,1,160.00,3,25,Cash
304,2021-09-21,"Nuevo León","One-Piece Outfits",Kaftan,Male,XL,0,1,415.35,2,39,PayPal
305,2024-01-17,Tamaulipas,Shoes,Boots,Female,M,1,1,890.99,4,33,"Debit Card"
306,2024-10-20,Sinaloa,Activewear,"Track Jacket",Male,M,0,1,420.60,5,26,"Debit Card"
307,2023-10-03,Nayarit,Accessories,Scarf,Male,XL,1,1,140.80,4,17,"Credit Card"
308,2024-03-08,Tabasco,"One-Piece Outfits",Tunic,Male,L,0,1,340.20,3,22,"Credit Card"
309,2022-05-02,Aguascalientes,Tops,"Tank Top",Female,M,1,1,89.25,5,57,PayPal
310,2022-07-24,Durango,Activewear,"Training Pants",Female,L,0,1,310.70,5,23,"Debit Card"
311,2023-03-06,Yucatán,Swimwear,"Rash Guard",Male,L,0,1,180.90,5,32,"Debit Card"
312,2022-02-24,"Ciudad de México",Tops,"Polo Shirt",Female,XL,0,1,135.50,5,27,"Credit Card"
313,2023-08-06,Tamaulipas,Bottoms,Shorts,Male,L,1,1,145.60,3,22,"Credit Card"
314,2022-01-10,Sinaloa,Tops,"Polo Shirt",Female,S,1,1,135.50,4,44,"Credit Card"
315,2024-08-09,"Estado de México",Activewear,"Running Shorts",Female,L,0,1,180.30,5,24,"Debit Card"
316,2023-11-25,Zacatecas,Activewear,Joggers,Male,S,1,1,345.10,5,27,"Debit Card"
317,2024-01-07,Zacatecas,Outerwear,Jacket,Female,XL,0,1,480.90,2,56,Cash
318,2023-04-18,Hidalgo,Accessories,Scarf,Male,XL,0,1,140.80,1,24,Cash
319,2024-12-06,Chiapas,Activewear,Joggers,Male,S,0,1,345.10,5,41,"Credit Card"
320,2024-11-29,Chihuahua,Bottoms,Shorts,Male,M,0,1,145.60,3,43,"Credit Card"
321,2024-06-11,Tamaulipas,Shoes,Boots,Female,S,1,1,890.99,4,40,"Credit Card"
322,2022-08-15,Jalisco,Tops,"Polo Shirt",Male,M,0,1,135.50,5,18,"Credit Card"
323,2024-05-29,Nayarit,Bottoms,Jeans,Male,S,0,1,299.99,3,18,"Credit Card"
324,2024-05-21,Tlaxcala,Activewear,"Training Pants",Male,L,0,1,310.70,5,27,"Credit Card"
325,2021-01-08,Puebla,Outerwear,Jacket,Male,M,0,1,480.90,3,50,"Debit Card"
326,2023-12-22,Sinaloa,Activewear,"Track Jacket",Male,M,1,1,420.60,5,23,"Debit Card"
327,2021-08-12,Sonora,Swimwear,"Swim Shorts",Female,M,0,1,150.55,4,33,PayPal
328,2024-07-05,"Ciudad de México",Tops,"Tank Top",Male,XL,1,1,89.25,5,37,Cash
329,2021-04-20,Tamaulipas,Shoes,Boots,Female,XL,0,1,890.99,4,40,"Credit Card"
330,2022-05-16,"Estado de México",Shoes,Sneakers,Female,L,0,1,599.50,4,42,"Bank Transfer"
331,2023-10-02,Chihuahua,Shoes,Boots,Non-specified,M,0,1,890.99,4,24,"Credit Card"
332,2024-11-01,"San Luis Potosí",Activewear,"Running Shorts",Male,M,0,1,180.30,5,46,"Credit Card"
333,2022-03-19,Querétaro,Shoes,Slip-Ons,Female,M,0,1,750.00,4,35,"Debit Card"
334,2021-05-26,Sinaloa,Accessories,Cap,Male,XL,1,1,99.40,1,51,"Debit Card"
335,2024-05-28,Veracruz,Tops,"Polo Shirt",Female,L,0,1,135.50,5,23,PayPal
336,2023-03-12,Yucatán,Outerwear,Jacket,Female,S,0,1,480.90,5,23,"Debit Card"
337,2023-04-13,"Estado de México",Tops,"Tank Top",Male,M,0,1,89.25,5,18,"Debit Card"
338,2024-01-07,"Estado de México",Shoes,Sneakers,Female,S,1,1,599.50,4,45,"Debit Card"
339,2024-07-04,Tlaxcala,Accessories,Belt,Female,S,0,1,120.60,1,37,"Debit Card"
340,2022-07-20,Puebla,Activewear,"Training Pants",Male,XL,0,1,310.70,5,53,"Credit Card"
341,2021-07-02,Sonora,"One-Piece Outfits",Rompers,Female,M,1,1,720.10,3,33,"Credit Card"
342,2021-05-11,Aguascalientes,Shoes,Sandals,Male,S,0,1,210.25,4,40,"Credit Card"
343,2024-03-15,Chihuahua,Outerwear,Hoodie,Male,S,0,1,275.45,5,41,PayPal
344,2023-02-23,"Ciudad de México",Bottoms,Jeans,Male,M,0,1,299.99,5,28,"Debit Card"
345,2022-04-24,Morelos,Accessories,Cap,Male,S,1,1,99.40,2,23,"Debit Card"
346,2023-08-11,Guanajuato,Activewear,"Training Pants",Female,S,0,1,310.70,5,47,"Debit Card"
347,2022-10-24,Veracruz,Swimwear,"Rash Guard",Female,M,0,1,180.90,5,23,"Debit Card"
348,2024-07-15,Chihuahua,Bottoms,"Utility Pants",Female,M,0,1,160.00,3,29,"Credit Card"
349,2022-09-04,Hidalgo,Accessories,Scarf,Male,XL,0,1,140.80,1,25,"Credit Card"
350,2021-02-02,"Nuevo León",Bottoms,"Cargo Pants",Male,XL,0,1,250.75,3,61,Cash
351,2022-06-29,Guanajuato,"One-Piece Outfits",Tunic,Female,M,0,1,340.20,3,17,Cash
352,2021-09-09,Veracruz,Tops,"Tank Top",Male,L,1,1,89.25,5,40,Cash
353,2024-06-16,"Quintana Roo",Tops,T-Shirt,Male,L,1,1,99.99,5,19,"Credit Card"
354,2022-09-12,Tamaulipas,Accessories,Scarf,Female,M,0,1,140.80,1,48,Cash
355,2022-02-15,Jalisco,Tops,T-Shirt,Female,XL,1,1,99.99,5,26,"Debit Card"
356,2021-08-14,Yucatán,"One-Piece Outfits",Jumpsuit,Male,XL,0,1,899.99,5,50,"Debit Card"
357,2022-04-21,Aguascalientes,Shoes,Slip-Ons,Male,XL,0,1,750.00,4,55,"Credit Card"
358,2022-08-16,"Baja California Sur",Swimwear,"Swim Shorts",Female,L,0,1,150.55,2,27,"Debit Card"
359,2023-10-04,Jalisco,Bottoms,Jeans,Male,M,0,1,299.99,3,33,PayPal
360,2023-08-15,"Nuevo León",Outerwear,Hoodie,Male,L,0,1,275.45,5,40,"Credit Card"
361,2022-09-09,Sonora,Accessories,Scarf,Female,M,0,1,140.80,1,21,"Debit Card"
362,2022-05-21,Guanajuato,"One-Piece Outfits",Tunic,Female,M,1,1,340.20,3,16,"Debit Card"
363,2024-05-06,Tlaxcala,Bottoms,Jeans,Female,S,0,1,299.99,1,19,"Credit Card"
364,2023-01-18,Puebla,Outerwear,Coat,Female,XL,0,1,650.00,5,59,PayPal
365,2024-09-05,"Nuevo León",Tops,T-Shirt,Male,L,0,1,99.99,5,26,Cash
366,2023-03-16,"Estado de México",Activewear,"Track Jacket",Female,L,0,1,420.60,5,25,"Debit Card"
367,2024-05-29,"Estado de México",Shoes,Boots,Male,S,0,1,890.99,4,25,"Debit Card"
368,2022-01-14,Michoacán,Tops,"Tank Top",Male,XL,0,1,89.25,5,25,"Debit Card"
369,2024-05-04,Coahuila,Shoes,Boots,Male,XL,1,1,890.99,4,47,Cash
370,2022-05-11,Oaxaca,"One-Piece Outfits",Tunic,Male,XL,1,1,340.20,3,34,"Credit Card"
371,2021-05-19,Zacatecas,Outerwear,Coat,Male,M,0,1,650.00,2,25,"Debit Card"
372,2024-06-24,Durango,Activewear,"Training Pants",Male,M,1,1,310.70,2,25,"Debit Card"
373,2021-03-10,Hidalgo,Activewear,Joggers,Female,XL,0,1,345.10,4,25,"Credit Card"
374,2023-10-12,Jalisco,Outerwear,Jacket,Female,M,0,1,480.90,5,42,"Credit Card"
375,2022-10-21,"Estado de México",Outerwear,Hoodie,Female,XL,0,1,275.45,5,21,PayPal
376,2024-06-28,Puebla,Activewear,Joggers,Male,L,0,1,345.10,4,25,"Debit Card"
377,2022-09-03,Tabasco,Accessories,Scarf,Male,XL,0,1,140.80,1,30,"Credit Card"
378,2022-08-08,Oaxaca,Bottoms,"Cargo Pants",Female,M,0,1,250.75,3,37,PayPal
379,2024-06-04,"San Luis Potosí","One-Piece Outfits",Rompers,Non-specified,L,0,1,720.10,3,39,"Credit Card"
380,2023-06-20,Tamaulipas,Shoes,Boots,Female,M,0,1,890.99,4,37,Cash
381,2024-08-08,"San Luis Potosí",Tops,T-Shirt,Non-specified,M,1,1,99.99,5,30,"Debit Card"
382,2021-09-26,Colima,Tops,"Polo Shirt",Male,S,0,1,135.50,5,16,"Debit Card"
383,2021-04-18,Yucatán,Bottoms,"Cargo Pants",Female,S,0,6,1504.50,4,29,"Debit Card"
384,2023-11-03,Querétaro,Outerwear,Coat,Female,XL,1,1,650.00,1,18,"Credit Card"
385,2024-08-05,Querétaro,Tops,T-Shirt,Female,M,0,1,99.99,5,17,Cash
386,2024-12-24,Campeche,Bottoms,Jeans,Female,L,0,1,299.99,2,48,"Debit Card"
387,2022-06-12,Chiapas,Shoes,Sneakers,Male,XL,0,1,599.50,4,26,"Debit Card"
388,2021-11-10,Morelos,Activewear,"Training Pants",Male,S,1,1,310.70,2,29,"Credit Card"
389,2023-03-15,"Baja California",Activewear,"Compression Top",Male,L,1,1,250.55,4,43,"Credit Card"
390,2022-04-18,Jalisco,Swimwear,"Swim Shorts",Female,L,0,1,150.55,5,35,"Debit Card"
391,2021-01-29,Jalisco,Outerwear,Jacket,Non-specified,XL,0,1,480.90,2,57,"Debit Card"
392,2022-07-09,Michoacán,Shoes,Boots,Male,L,0,1,890.99,2,44,"Credit Card"
393,2022-04-26,"Estado de México",Activewear,"Training Pants",Male,S,1,1,310.70,1,55,Cash
394,2023-07-02,"Ciudad de México",Activewear,"Running Shorts",Male,M,0,1,180.30,5,45,Cash
395,2022-08-04,"Estado de México",Tops,"Polo Shirt",Male,L,0,1,135.50,5,39,"Credit Card"
396,2022-02-16,Aguascalientes,Tops,"Polo Shirt",Female,XL,0,1,135.50,5,25,PayPal
397,2024-05-24,Hidalgo,Shoes,Sneakers,Female,M,0,1,599.50,4,23,PayPal
398,2023-05-13,Querétaro,Bottoms,Shorts,Male,XL,0,1,145.60,5,30,"Debit Card"
399,2022-10-15,Guerrero,Bottoms,Jeans,Male,XL,1,1,299.99,4,44,"Debit Card"
400,2024-07-29,Yucatán,Bottoms,"Cargo Pants",Female,M,1,1,250.75,3,45,"Debit Card"
401,2024-07-19,Puebla,Activewear,"Track Jacket",Non-specified,XL,0,1,420.60,5,24,"Bank Transfer"
402,2024-01-03,Aguascalientes,Shoes,Sandals,Female,XL,0,1,210.25,2,53,"Debit Card"
403,2022-12-07,Jalisco,Activewear,"Running Shorts",Male,M,1,1,180.30,5,37,Cash
404,2023-07-24,Coahuila,Outerwear,Jacket,Male,S,1,1,480.90,5,36,Cash
405,2022-06-24,Guanajuato,Outerwear,Hoodie,Male,M,0,1,275.45,5,33,"Debit Card"
406,2021-01-16,Tlaxcala,Outerwear,Coat,Male,L,1,1,650.00,5,25,"Debit Card"
407,2023-04-02,Jalisco,Bottoms,Jeans,Male,S,0,1,299.99,3,16,"Credit Card"
408,2024-04-05,Durango,Outerwear,Hoodie,Male,M,1,1,275.45,2,54,"Credit Card"
409,2023-04-27,"Estado de México",Shoes,Sandals,Female,XL,1,1,210.25,4,19,"Credit Card"
410,2021-08-10,"Nuevo León",Accessories,Backpack,Non-specified,XL,0,1,540.90,4,31,"Credit Card"
411,2022-07-17,"Estado de México",Outerwear,Hoodie,Male,M,0,1,275.45,5,35,"Debit Card"
412,2021-03-19,Puebla,Shoes,Boots,Female,S,0,1,890.99,1,23,Cash
413,2023-09-17,Nayarit,Bottoms,Jeans,Female,M,0,1,299.99,3,31,"Credit Card"
414,2024-06-03,Aguascalientes,Bottoms,Shorts,Non-specified,M,0,1,145.60,1,48,"Credit Card"
415,2022-04-07,Chihuahua,Bottoms,Shorts,Male,M,0,1,145.60,3,34,"Debit Card"
416,2024-06-28,"Baja California Sur",Accessories,Belt,Male,S,0,1,120.60,1,46,"Debit Card"
417,2023-09-15,Sinaloa,Activewear,"Running Shorts",Female,M,0,1,180.30,5,23,"Credit Card"
418,2023-09-07,Oaxaca,Shoes,Loafers,Female,M,0,1,480.40,4,23,"Credit Card"
419,2023-06-19,"Estado de México",Tops,"Tank Top",Female,L,0,1,89.25,4,38,"Debit Card"
420,2023-07-04,"Baja California",Activewear,"Training Pants",Male,M,0,1,310.70,5,57,Cash
421,2021-01-16,"Nuevo León",Activewear,"Compression Top",Female,L,0,1,250.55,5,26,"Debit Card"
422,2022-12-04,Tabasco,Swimwear,"Swim Shorts",Male,S,0,1,150.55,2,25,Cash
423,2024-12-13,Nayarit,Bottoms,Jeans,Male,XL,1,1,299.99,4,25,PayPal
424,2022-09-16,"Nuevo León",Outerwear,Coat,Male,M,0,1,650.00,4,19,"Debit Card"
425,2022-03-03,Guanajuato,Outerwear,Hoodie,Female,S,0,1,275.45,4,28,"Credit Card"
426,2024-02-18,Michoacán,Outerwear,Coat,Female,M,0,1,650.00,5,55,"Debit Card"
427,2023-10-12,Jalisco,Accessories,Scarf,Female,M,0,1,140.80,1,38,"Debit Card"
428,2022-01-16,Querétaro,Activewear,"Training Pants",Male,L,0,1,310.70,4,39,"Debit Card"
429,2022-02-01,Morelos,Activewear,Joggers,Female,XL,0,1,345.10,5,57,"Debit Card"
430,2022-01-02,"Ciudad de México",Accessories,Cap,Male,M,0,1,99.40,1,49,"Debit Card"
431,2022-04-26,Jalisco,Outerwear,Jacket,Male,XL,0,1,480.90,5,38,"Credit Card"
432,2022-06-20,Hidalgo,Accessories,Belt,Male,L,0,1,120.60,3,56,"Credit Card"
433,2021-10-02,Oaxaca,Outerwear,Hoodie,Female,L,0,1,275.45,5,24,"Credit Card"
434,2022-07-25,"Estado de México",Activewear,"Track Jacket",Male,M,1,1,420.60,5,29,"Credit Card"
435,2023-08-29,"Ciudad de México",Accessories,Backpack,Female,XL,0,1,540.90,1,26,Cash
436,2023-05-30,Sonora,"One-Piece Outfits",Rompers,Male,L,0,1,720.10,3,26,"Credit Card"
437,2024-12-22,"Estado de México",Tops,"Tank Top",Male,M,1,1,89.25,5,41,Cash
438,2023-11-01,"Ciudad de México",Activewear,Joggers,Female,L,1,1,345.10,5,44,PayPal
439,2023-07-28,"Quintana Roo",Swimwear,"Swim Shorts",Male,XL,0,1,150.55,4,35,PayPal
440,2022-06-04,"San Luis Potosí",Accessories,"Messenger Bag",Male,S,0,1,650.75,1,27,Cash
441,2022-09-04,"Baja California",Accessories,Backpack,Male,XL,0,1,540.90,1,16,"Credit Card"
442,2024-12-11,Chihuahua,Shoes,Sandals,Male,M,0,9,1892.25,4,39,"Credit Card"
443,2021-03-17,"Baja California Sur",Accessories,"Messenger Bag",Female,L,0,1,650.75,3,56,"Credit Card"
444,2023-12-13,Guanajuato,Outerwear,Jacket,Female,L,0,1,480.90,5,31,Cash
445,2023-01-29,Guerrero,Activewear,"Running Shorts",Male,XL,0,1,180.30,5,34,"Debit Card"
446,2021-07-10,Morelos,Outerwear,Coat,Female,M,0,1,650.00,5,47,"Debit Card"
447,2021-02-05,Puebla,Activewear,"Training Pants",Female,S,0,1,310.70,2,32,"Debit Card"
448,2024-03-11,Campeche,Bottoms,Jeans,Female,XL,1,1,299.99,3,28,"Debit Card"
449,2022-06-21,Puebla,Activewear,"Training Pants",Female,S,0,1,310.70,5,25,"Credit Card"
450,2022-05-04,Colima,Swimwear,"Rash Guard",Non-specified,M,1,1,180.90,4,38,"Debit Card"
451,2021-04-03,"Nuevo León",Tops,"Polo Shirt",Male,L,0,1,135.50,4,24,PayPal
452,2022-12-23,Tabasco,Swimwear,"Swim Shorts",Male,L,0,1,150.55,4,27,"Credit Card"
453,2024-10-28,"Ciudad de México",Tops,"Tank Top",Female,M,0,1,89.25,1,58,Cash
454,2021-03-04,Oaxaca,Tops,"Tank Top",Male,L,0,1,89.25,3,43,"Credit Card"
455,2022-09-16,Guanajuato,Accessories,Scarf,Male,S,0,1,140.80,5,27,"Credit Card"
456,2021-04-29,Chihuahua,Accessories,Scarf,Female,XL,0,1,140.80,1,44,"Bank Transfer"
457,2021-03-23,Guerrero,Shoes,Sandals,Male,M,1,1,210.25,2,24,"Debit Card"
458,2022-10-30,"Ciudad de México",Shoes,Sandals,Male,L,1,1,210.25,4,27,"Credit Card"
459,2024-09-10,Durango,Outerwear,Hoodie,Male,M,1,1,275.45,3,15,PayPal
460,2022-06-05,"Ciudad de México","One-Piece Outfits",Rompers,Non-specified,M,1,1,720.10,3,28,"Credit Card"
461,2021-02-24,"San Luis Potosí",Shoes,Sandals,Female,M,1,1,210.25,4,16,"Debit Card"
462,2022-02-17,"Ciudad de México",Shoes,Loafers,Male,S,0,1,480.40,4,32,Cash
463,2022-07-14,"Quintana Roo",Shoes,Loafers,Female,S,0,1,480.40,4,35,Cash
464,2023-11-01,Yucatán,Bottoms,"Cargo Pants",Male,L,0,1,250.75,3,32,"Debit Card"
465,2021-07-04,Puebla,"One-Piece Outfits",Jumpsuit,Female,XL,0,1,899.99,5,59,"Credit Card"
466,2023-05-15,Campeche,Outerwear,Hoodie,Female,M,0,1,275.45,1,35,"Debit Card"
467,2023-05-02,Morelos,Bottoms,Shorts,Female,L,0,1,145.60,3,56,"Debit Card"
468,2022-04-04,Durango,Accessories,Cap,Male,S,0,1,99.40,1,31,"Bank Transfer"
469,2021-08-07,Guanajuato,Tops,"Tank Top",Male,L,1,1,89.25,5,49,"Debit Card"
470,2024-09-29,Tamaulipas,Bottoms,"Cargo Pants",Male,XL,1,1,250.75,1,33,"Debit Card"
471,2022-03-22,Chihuahua,Accessories,Belt,Female,S,1,1,120.60,4,23,"Debit Card"
472,2024-08-22,Sinaloa,Accessories,Belt,Female,S,1,1,120.60,1,23,"Credit Card"
473,2023-03-03,Oaxaca,Accessories,Wallet,Female,M,0,1,330.25,1,36,"Credit Card"
474,2021-09-20,Puebla,Tops,"Tank Top",Female,M,0,1,89.25,5,27,"Debit Card"
475,2024-03-29,Guanajuato,Tops,"Polo Shirt",Non-specified,S,0,1,135.50,5,28,"Debit Card"
476,2024-11-06,"Estado de México",Outerwear,Hoodie,Female,L,0,1,275.45,5,38,Cash
477,2024-02-27,"Ciudad de México",Accessories,Backpack,Male,S,1,1,540.90,3,15,Cash
478,2024-06-18,Veracruz,Bottoms,"Cargo Pants",Female,S,0,1,250.75,4,40,PayPal
479,2022-02-24,Coahuila,Shoes,Slip-Ons,Male,S,0,1,750.00,4,27,"Debit Card"
480,2023-06-28,Puebla,Shoes,Loafers,Male,M,0,1,480.40,4,43,PayPal
481,2023-08-06,Coahuila,Accessories,Wallet,Non-specified,M,0,1,330.25,1,17,Cash
482,2024-03-27,Sonora,Tops,"Polo Shirt",Female,M,0,1,135.50,1,34,PayPal
483,2024-07-25,"Estado de México",Outerwear,Hoodie,Male,S,0,1,275.45,5,23,"Credit Card"
484,2024-07-03,Zacatecas,"One-Piece Outfits",Tunic,Female,XL,1,1,340.20,3,21,"Debit Card"
485,2024-04-01,Yucatán,Bottoms,"Utility Pants",Female,M,1,1,160.00,5,41,PayPal
486,2022-04-29,Chiapas,Activewear,"Compression Top",Female,XL,0,1,250.55,5,28,"Debit Card"
487,2022-04-18,Coahuila,Outerwear,Hoodie,Male,S,0,1,275.45,5,39,"Credit Card"
488,2022-03-25,Nayarit,Tops,"Tank Top",Non-specified,M,1,1,89.25,5,24,Cash
489,2023-07-05,"Estado de México",Activewear,"Running Shorts",Male,S,1,1,180.30,5,29,"Debit Card"
490,2021-09-25,Morelos,Accessories,Cap,Male,XL,0,1,99.40,3,25,"Credit Card"
491,2024-01-05,Tamaulipas,Tops,"Button-Up Shirt",Male,L,0,1,220.40,4,47,"Credit Card"
492,2021-05-30,Tamaulipas,Bottoms,Shorts,Female,M,0,1,145.60,5,57,"Credit Card"
493,2021-04-26,Sonora,Accessories,"Messenger Bag",Male,XL,0,1,650.75,1,23,"Debit Card"
494,2024-01-19,Durango,Accessories,Backpack,Male,XL,0,1,540.90,2,32,"Bank Transfer"
495,2022-04-01,Chihuahua,Accessories,Cap,Female,S,1,1,99.40,3,54,"Credit Card"
496,2021-03-16,Sonora,Outerwear,Coat,Female,L,0,1,650.00,5,26,"Debit Card"
497,2024-12-29,Querétaro,Outerwear,Hoodie,Male,M,1,1,275.45,5,23,PayPal
498,2022-01-19,Aguascalientes,Bottoms,"Cargo Pants",Male,S,0,1,250.75,3,43,PayPal
499,2022-10-08,Colima,Outerwear,Jacket,Male,S,0,1,480.90,4,24,"Debit Card"
500,2023-10-17,"San Luis Potosí",Swimwear,"Swim Shorts",Female,XL,0,1,150.55,4,32,"Debit Card"
501,2022-09-20,Oaxaca,"One-Piece Outfits",Jumpsuit,Female,M,0,1,899.99,3,46,PayPal
502,2024-11-07,"Estado de México",Bottoms,"Cargo Pants",Male,M,0,1,250.75,3,31,"Credit Card"
503,2024-10-06,Chihuahua,Shoes,Slip-Ons,Female,XL,0,1,750.00,3,27,PayPal
504,2022-09-12,Oaxaca,Activewear,Joggers,Male,M,1,1,345.10,5,24,Cash
505,2023-12-29,Jalisco,"One-Piece Outfits",Rompers,Female,S,0,1,720.10,3,57,"Debit Card"
506,2023-08-29,Hidalgo,Shoes,Sandals,Male,L,1,1,210.25,4,60,"Debit Card"
507,2023-03-30,Chiapas,Swimwear,"Rash Guard",Male,S,0,1,180.90,4,46,"Credit Card"
508,2021-10-19,Michoacán,Outerwear,Hoodie,Male,XL,0,1,275.45,3,21,"Credit Card"
509,2024-08-09,Puebla,Shoes,Sneakers,Female,M,0,1,599.50,4,57,"Debit Card"
510,2021-04-24,Veracruz,Swimwear,"Board Shorts",Female,XL,0,1,120.30,5,31,"Credit Card"
511,2022-07-23,Jalisco,"One-Piece Outfits",Tunic,Male,M,0,1,340.20,3,17,"Credit Card"
512,2023-04-04,"Baja California",Bottoms,"Cargo Pants",Male,M,0,1,250.75,4,50,"Debit Card"
513,2024-07-04,"Estado de México",Outerwear,Hoodie,Female,XL,0,1,275.45,5,27,"Credit Card"
514,2021-09-26,Colima,Outerwear,Jacket,Female,XL,0,1,480.90,5,38,Cash
515,2024-11-21,Tamaulipas,"One-Piece Outfits",Jumpsuit,Female,S,0,1,899.99,3,49,"Credit Card"
516,2023-06-11,Querétaro,Accessories,Scarf,Female,M,1,1,140.80,4,26,"Debit Card"
517,2024-07-29,"Estado de México",Tops,"Tank Top",Female,L,1,1,89.25,5,23,"Debit Card"
518,2024-08-18,Puebla,Bottoms,"Cargo Pants",Male,XL,0,1,250.75,3,19,"Debit Card"
519,2022-04-17,"Baja California","One-Piece Outfits",Kaftan,Female,M,0,1,415.35,3,45,"Credit Card"
520,2024-01-09,"San Luis Potosí",Shoes,Boots,Male,S,0,1,890.99,5,62,"Credit Card"
521,2022-04-27,Morelos,Accessories,Cap,Female,XL,0,1,99.40,1,35,Cash
522,2021-03-02,Durango,Tops,T-Shirt,Female,L,0,1,99.99,5,33,"Debit Card"
523,2021-10-16,Guanajuato,Tops,T-Shirt,Female,L,0,1,99.99,5,32,PayPal
524,2022-04-22,Jalisco,Outerwear,Jacket,Male,M,0,1,480.90,5,36,"Credit Card"
525,2024-02-22,Yucatán,Accessories,Wallet,Male,L,0,2,660.50,1,21,"Debit Card"
526,2022-02-14,"Quintana Roo",Accessories,Cap,Female,L,1,1,99.40,1,27,PayPal
527,2023-02-17,"Ciudad de México","One-Piece Outfits",Jumpsuit,Female,L,0,1,899.99,3,27,"Debit Card"
528,2021-01-04,"Estado de México",Bottoms,"Cargo Pants",Female,L,0,1,250.75,1,24,"Debit Card"
529,2023-02-05,Hidalgo,Shoes,Sandals,Male,L,0,1,210.25,4,27,Cash
530,2024-03-05,Tlaxcala,Shoes,Sneakers,Male,S,0,1,599.50,4,19,"Debit Card"
531,2024-07-17,"Nuevo León",Accessories,Belt,Male,L,1,1,120.60,5,24,PayPal
532,2021-03-22,Nayarit,Bottoms,Jeans,Male,M,0,1,299.99,3,27,PayPal
533,2024-07-03,Querétaro,Activewear,Joggers,Female,S,0,1,345.10,5,26,"Debit Card"
534,2021-07-14,Guerrero,Bottoms,"Utility Pants",Male,S,1,1,160.00,3,32,Cash
